link_code,sgg_cd,emd_cd,node_wkt,tp_br,tp_pk,tp_sw,link_id,type,sgg_nm,tp_in,tp_uw,node_id,tp_tn,tp_hw,emd_nm,node_code,end_node_id,link_wkt,link_len,tp_cw
,1117000000,1117013100,POINT(127.00499434795893 37.53757069574965),,,0,0,NODE,⑹궛援,,,178248,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.95859976855265 37.52364405785365),,,0,0,NODE,⑹궛援,,,63253,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99155996374536 37.533310772940325),,,0,0,NODE,⑹궛援,,,150679,,,댄깭먮룞,0,,,,0
,1117000000,1117013100,POINT(127.00633405781268 37.53741048761381),,,0,0,NODE,⑹궛援,,,178249,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.95875951417364 37.523562344984946),,,0,0,NODE,⑹궛援,,,63254,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99015570344326 37.53413936148451),,,0,0,NODE,⑹궛援,,,150496,,,댄깭먮룞,0,,,,0
,1117000000,1117013100,POINT(127.00648487055317 37.53721736474683),,,0,0,NODE,⑹궛援,,,178250,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.95881067663262 37.52387126702419),,,0,0,NODE,⑹궛援,,,63255,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99089280122946 37.53419254224246),,,0,0,NODE,⑹궛援,,,150495,,,댄깭먮룞,0,,,,0
,1117000000,1117013100,POINT(127.00612407337624 37.537335136863746),,,0,0,NODE,⑹궛援,,,178251,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.9585315391517 37.52325790366848),,,0,0,NODE,⑹궛援,,,63256,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99028244328188 37.53415530846585),,,0,0,NODE,⑹궛援,,,150494,,,댄깭먮룞,0,,,,1
,1117000000,1117013100,POINT(127.00623348072412 37.5371208209408),,,0,0,NODE,⑹궛援,,,178252,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.95926130139182 37.52379873998193),,,0,0,NODE,⑹궛援,,,63257,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99026189678312 37.534368030984325),,,0,0,NODE,⑹궛援,,,150493,,,댄깭먮룞,0,,,,1
,1117000000,1117013100,POINT(127.00634287567685 37.53676755652965),,,0,0,NODE,⑹궛援,,,178253,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.95965497000968 37.5235762823907),,,0,0,NODE,⑹궛援,,,63258,,,댁큿,2,,,,0
,1117000000,1117013000,POINT(126.98947856841981 37.534612085452096),,,0,0,NODE,⑹궛援,,,150492,,,댄깭먮룞,0,,,,0
,1117000000,1117013100,POINT(127.00449157112547 37.537389376551644),,,0,0,NODE,⑹궛援,,,178254,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.95913615656679 37.52318543106293),,,0,0,NODE,⑹궛援,,,63259,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99120212360133 37.53443227697209),,,0,0,NODE,⑹궛援,,,150491,,,댄깭먮룞,0,,,,0
,1117000000,1117013100,POINT(127.00156378605202 37.531862991481304),,,0,0,NODE,⑹궛援,,,176782,,,쒕궓,0,,,,0
,1117000000,1117012900,POINT(126.96002011600996 37.52335835653568),,,0,0,NODE,⑹궛援,,,63260,,,댁큿,0,,,,0
,1117000000,1117011700,POINT(126.95682020454802 37.53553734609053),,,0,0,NODE,⑹궛援,,,150482,,,먰슚濡3媛,0,,,,0
,1117000000,1117013600,POINT(126.99963502951015 37.531905354616285),,,0,0,NODE,⑹궛援,,,176781,,,蹂닿킅,0,,,,0
,1117000000,1117012900,POINT(126.9602882681495 37.523199452188095),,,0,0,NODE,⑹궛援,,,63261,,,댁큿,0,,,,0
,1117000000,1117010400,POINT(126.9732891210472 37.54700415967998),,,0,0,NODE,⑹궛援,,,42160,,,媛덉썡,0,,,,0
,1117000000,1117013100,POINT(127.00540236102132 37.53598219163435),,,0,0,NODE,⑹궛援,,,178255,,,쒕궓,2,,,,0
,1117000000,1117012900,POINT(126.97923082999617 37.51762424513469),,,0,0,NODE,⑹궛援,,,63264,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99204164644722 37.53713077006754),,,0,0,NODE,⑹궛援,,,148873,,,댄깭먮룞,0,,,,0
,1117000000,1117013100,POINT(127.00574242678077 37.535546489911),,,0,0,NODE,⑹궛援,,,178256,,,쒕궓,2,,,,0
,1117000000,1117012900,POINT(126.9790972605878 37.51740409596483),,,0,0,NODE,⑹궛援,,,63265,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99275324368932 37.537236098178525),,,0,0,NODE,⑹궛援,,,148872,,,댄깭먮룞,0,,,,0
,1117000000,1117013600,POINT(126.9996374483397 37.53182952120403),,,0,0,NODE,⑹궛援,,,176780,,,蹂닿킅,0,,,,0
,1117000000,1117012900,POINT(126.97797647142642 37.51777323082537),,,0,0,NODE,⑹궛援,,,63266,,,댁큿,0,,,,0
,1117000000,1117013000,POINT(126.99167234260167 37.536142948816575),,,0,0,NODE,⑹궛援,,,148871,,,댄깭먮룞,0,,,,0
,1117000000,1117013100,POINT(126.99885143283586 37.53444654977156),,,0,0,NODE,⑹궛援,,,176779,,,쒕궓,0,,,,0
